scam_type,sender_state,complaint_status,bank_id,complaint_count,total_loss,avg_loss,min_loss,max_loss,avg_resolution_days,min_resolution_days,max_resolution_days,affected_users,linked_txns,total_loss_lakhs,avg_loss_k
TECH_SUPPORT,Uttarakhand,OPEN,KOTAK005,1,5028.63,5028.63,5028.63,5028.63,,,,1,1,0.05,5.03
LEGITIMATE,Tamil Nadu,OPEN,UNION009,5,13621.010000000002,2724.202,191.72,6307.05,,,,5,5,0.14,2.72
KYC,Haryana,OPEN,ICICI003,1,600.0,600.0,600.0,600.0,,,,1,1,0.01,0.6
IMPERSONATION,Assam,RESOLVED,HDFC002,1,5100.0,5100.0,5100.0,5100.0,32.0,32.0,32.0,1,1,0.05,5.1
KYC,West Bengal,OPEN,HDFC002,7,16874.41,2410.63,900.0,5000.0,,,,7,7,0.17,2.41
LOTTERY,Karnataka,RESOLVED,UNION009,4,16165.96,4041.49,1000.0,7578.07,26.25,13.0,52.0,4,4,0.16,4.04
LEGITIMATE,Uttar Pradesh,OPEN,INDUS010,1,4512.09,4512.09,4512.09,4512.09,,,,1,1,0.05,4.51
TECH_SUPPORT,Jharkhand,RESOLVED,PNB006,1,4200.0,4200.0,4200.0,4200.0,8.0,8.0,8.0,1,1,0.04,4.2
EMERGENCY,Delhi,OPEN,AXIS004,1,2000.0,2000.0,2000.0,2000.0,,,,1,1,0.02,2.0
LOTTERY,Uttar Pradesh,RESOLVED,UNION009,2,5093.3,2546.65,2039.02,3054.28,12.0,6.0,18.0,2,2,0.05,2.55
TECH_SUPPORT,Telangana,OPEN,BOB007,4,9957.88,2489.47,991.49,4700.0,,,,4,4,0.1,2.49
LOTTERY,Gujarat,RESOLVED,ICICI003,2,10568.36,5284.18,4468.36,6100.0,75.0,73.0,77.0,2,2,0.11,5.28
INVESTMENT,Tamil Nadu,ESCALATED,PNB006,1,7400.0,7400.0,7400.0,7400.0,,,,1,1,0.07,7.4
IMPERSONATION,Jharkhand,RESOLVED,HDFC002,1,22700.0,22700.0,22700.0,22700.0,40.0,40.0,40.0,1,1,0.23,22.7
LOTTERY,Tamil Nadu,OPEN,ICICI003,7,60761.9,8680.271428571428,2400.0,25000.0,,,,7,7,0.61,8.68
LEGITIMATE,Karnataka,OPEN,CANARA008,5,19508.09,3901.618,481.17,12470.88,,,,5,5,0.2,3.9
EMERGENCY,Delhi,OPEN,ICICI003,1,4238.67,4238.67,4238.67,4238.67,,,,1,1,0.04,4.24
LOTTERY,Maharashtra,RESOLVED,BOB007,6,39999.78,6666.63,1888.06,15511.72,24.666666666666668,4.0,58.0,6,6,0.4,6.67
LOTTERY,Uttar Pradesh,OPEN,BOB007,5,53885.74,10777.148,2200.0,21300.0,,,,5,5,0.54,10.78
LOTTERY,Telangana,OPEN,AXIS004,5,38871.200000000004,7774.240000000001,5000.0,13099.12,,,,5,5,0.39,7.77
INVESTMENT,Tamil Nadu,ESCALATED,CANARA008,1,12200.0,12200.0,12200.0,12200.0,,,,1,1,0.12,12.2
KYC,West Bengal,ESCALATED,INDUS010,4,8524.33,2131.0825,800.0,3373.6,,,,4,4,0.09,2.13
JOB,Arunachal Pradesh,ESCALATED,AXIS004,1,963.79,963.79,963.79,963.79,,,,1,1,0.01,0.96
TECH_SUPPORT,Rajasthan,OPEN,ICICI003,2,3495.5299999999997,1747.7649999999999,908.31,2587.22,,,,2,2,0.03,1.75
IMPERSONATION,Delhi,OPEN,CANARA008,1,43600.0,43600.0,43600.0,43600.0,,,,1,1,0.44,43.6
IMPERSONATION,Karnataka,OPEN,HDFC002,1,6852.49,6852.49,6852.49,6852.49,,,,1,1,0.07,6.85
JOB,Delhi,ESCALATED,HDFC002,1,2881.27,2881.27,2881.27,2881.27,,,,1,1,0.03,2.88
INVESTMENT,Arunachal Pradesh,OPEN,PNB006,1,7823.62,7823.62,7823.62,7823.62,,,,1,1,0.08,7.82
EMERGENCY,Karnataka,OPEN,CANARA008,1,6933.31,6933.31,6933.31,6933.31,,,,1,1,0.07,6.93
JOB,Rajasthan,ESCALATED,BOB007,1,748.57,748.57,748.57,748.57,,,,1,1,0.01,0.75
TECH_SUPPORT,Telangana,ESCALATED,AXIS004,2,1209.94,604.97,500.0,709.94,,,,2,2,0.01,0.6
IMPERSONATION,Odisha,OPEN,HDFC002,1,3151.12,3151.12,3151.12,3151.12,,,,1,1,0.03,3.15
KYC,Andhra Pradesh,OPEN,SBI001,3,5294.780000000001,1764.926666666667,543.01,3000.0,,,,3,3,0.05,1.76
LEGITIMATE,Tamil Nadu,ESCALATED,PNB006,1,5671.37,5671.37,5671.37,5671.37,,,,1,1,0.06,5.67
KYC,Kerala,ESCALATED,ICICI003,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
EMERGENCY,Odisha,OPEN,SBI001,1,21995.89,21995.89,21995.89,21995.89,,,,1,1,0.22,22.0
LOTTERY,Himachal Pradesh,ESCALATED,ICICI003,1,5028.33,5028.33,5028.33,5028.33,,,,1,1,0.05,5.03
LEGITIMATE,Andhra Pradesh,RESOLVED,KOTAK005,1,657.54,657.54,657.54,657.54,8.0,8.0,8.0,1,1,0.01,0.66
LEGITIMATE,Haryana,RESOLVED,PNB006,2,18185.489999999998,9092.744999999999,3723.59,14461.9,74.5,72.0,77.0,2,2,0.18,9.09
IMPERSONATION,Gujarat,ESCALATED,UNION009,1,28218.21,28218.21,28218.21,28218.21,,,,1,1,0.28,28.22
LEGITIMATE,Assam,ESCALATED,CANARA008,1,1560.15,1560.15,1560.15,1560.15,,,,1,1,0.02,1.56
LEGITIMATE,Andhra Pradesh,ESCALATED,INDUS010,1,370.94,370.94,370.94,370.94,,,,1,1,0.0,0.37
LOTTERY,Punjab,RESOLVED,INDUS010,3,18678.89,6226.296666666666,5000.0,7178.89,37.0,12.0,61.0,3,3,0.19,6.23
IMPERSONATION,Kerala,RESOLVED,INDUS010,1,35300.0,35300.0,35300.0,35300.0,40.0,40.0,40.0,1,1,0.35,35.3
TECH_SUPPORT,Nagaland,OPEN,SBI001,1,798.68,798.68,798.68,798.68,,,,1,1,0.01,0.8
JOB,Gujarat,ESCALATED,AXIS004,1,2500.0,2500.0,2500.0,2500.0,,,,1,1,0.03,2.5
LOTTERY,Punjab,RESOLVED,BOB007,1,15400.0,15400.0,15400.0,15400.0,64.0,64.0,64.0,1,1,0.15,15.4
IMPERSONATION,Haryana,RESOLVED,AXIS004,2,13589.61,6794.805,3989.61,9600.0,53.5,53.0,54.0,2,2,0.14,6.79
LEGITIMATE,Gujarat,ESCALATED,BOB007,1,8550.52,8550.52,8550.52,8550.52,,,,1,1,0.09,8.55
EMERGENCY,Maharashtra,OPEN,BOB007,4,80149.20999999999,20037.302499999998,14103.95,26500.0,,,,4,4,0.8,20.04
TECH_SUPPORT,Delhi,OPEN,HDFC002,2,5866.09,2933.045,1826.92,4039.17,,,,2,2,0.06,2.93
LOTTERY,Himachal Pradesh,ESCALATED,UNION009,1,2697.69,2697.69,2697.69,2697.69,,,,1,1,0.03,2.7
LOTTERY,Uttar Pradesh,OPEN,SBI001,2,14567.11,7283.555,4344.32,10222.79,,,,2,2,0.15,7.28
LOTTERY,Delhi,RESOLVED,CANARA008,1,2087.69,2087.69,2087.69,2087.69,76.0,76.0,76.0,1,1,0.02,2.09
EMERGENCY,Uttarakhand,OPEN,SBI001,1,18445.54,18445.54,18445.54,18445.54,,,,1,1,0.18,18.45
LOTTERY,Madhya Pradesh,RESOLVED,INDUS010,1,5015.99,5015.99,5015.99,5015.99,48.0,48.0,48.0,1,1,0.05,5.02
IMPERSONATION,Arunachal Pradesh,OPEN,UNION009,1,50000.0,50000.0,50000.0,50000.0,,,,1,1,0.5,50.0
LEGITIMATE,Telangana,OPEN,AXIS004,1,194.17,194.17,194.17,194.17,,,,1,1,0.0,0.19
LEGITIMATE,Tamil Nadu,RESOLVED,AXIS004,1,235.4,235.4,235.4,235.4,78.0,78.0,78.0,1,1,0.0,0.24
IMPERSONATION,Maharashtra,OPEN,SBI001,3,19325.67,6441.889999999999,5700.0,7425.67,,,,3,3,0.19,6.44
INVESTMENT,Himachal Pradesh,OPEN,HDFC002,1,10400.0,10400.0,10400.0,10400.0,,,,1,1,0.1,10.4
LOTTERY,Karnataka,RESOLVED,BOB007,1,2000.0,2000.0,2000.0,2000.0,57.0,57.0,57.0,1,1,0.02,2.0
INVESTMENT,Karnataka,ESCALATED,SBI001,1,14467.39,14467.39,14467.39,14467.39,,,,1,1,0.14,14.47
KYC,Uttarakhand,OPEN,AXIS004,1,677.35,677.35,677.35,677.35,,,,1,1,0.01,0.68
KYC,Bihar,ESCALATED,INDUS010,1,1016.83,1016.83,1016.83,1016.83,,,,1,1,0.01,1.02
TECH_SUPPORT,Odisha,ESCALATED,PNB006,1,2400.0,2400.0,2400.0,2400.0,,,,1,1,0.02,2.4
EMERGENCY,Tripura,OPEN,SBI001,1,17886.94,17886.94,17886.94,17886.94,,,,1,1,0.18,17.89
IMPERSONATION,Maharashtra,RESOLVED,HDFC002,1,50000.0,50000.0,50000.0,50000.0,62.0,62.0,62.0,1,1,0.5,50.0
LOTTERY,Arunachal Pradesh,OPEN,ICICI003,1,7000.0,7000.0,7000.0,7000.0,,,,1,1,0.07,7.0
LOTTERY,Andhra Pradesh,ESCALATED,KOTAK005,1,3137.76,3137.76,3137.76,3137.76,,,,1,1,0.03,3.14
JOB,Maharashtra,ESCALATED,PNB006,3,16557.190000000002,5519.063333333334,957.19,8000.0,,,,3,3,0.17,5.52
LEGITIMATE,Tamil Nadu,RESOLVED,CANARA008,1,397.96,397.96,397.96,397.96,82.0,82.0,82.0,1,1,0.0,0.4
KYC,Gujarat,ESCALATED,INDUS010,1,2017.13,2017.13,2017.13,2017.13,,,,1,1,0.02,2.02
INVESTMENT,Gujarat,ESCALATED,BOB007,1,5000.0,5000.0,5000.0,5000.0,,,,1,1,0.05,5.0
LEGITIMATE,Rajasthan,OPEN,UNION009,1,488.01,488.01,488.01,488.01,,,,1,1,0.0,0.49
TECH_SUPPORT,Karnataka,OPEN,PNB006,1,9929.24,9929.24,9929.24,9929.24,,,,1,1,0.1,9.93
LOTTERY,Rajasthan,ESCALATED,CANARA008,2,12792.92,6396.46,4200.0,8592.92,,,,2,2,0.13,6.4
EMERGENCY,Assam,OPEN,PNB006,1,4400.0,4400.0,4400.0,4400.0,,,,1,1,0.04,4.4
TECH_SUPPORT,Jharkhand,RESOLVED,HDFC002,1,6600.0,6600.0,6600.0,6600.0,63.0,63.0,63.0,1,1,0.07,6.6
EMERGENCY,Telangana,OPEN,SBI001,1,10700.0,10700.0,10700.0,10700.0,,,,1,1,0.11,10.7
KYC,Madhya Pradesh,OPEN,SBI001,1,700.0,700.0,700.0,700.0,,,,1,1,0.01,0.7
LEGITIMATE,Odisha,OPEN,SBI001,1,1695.61,1695.61,1695.61,1695.61,,,,1,1,0.02,1.7
KYC,Andhra Pradesh,ESCALATED,ICICI003,1,2136.57,2136.57,2136.57,2136.57,,,,1,1,0.02,2.14
KYC,Odisha,RESOLVED,BOB007,3,3564.71,1188.2366666666667,600.0,1664.71,54.0,21.0,88.0,3,3,0.04,1.19
JOB,Delhi,ESCALATED,CANARA008,1,2500.0,2500.0,2500.0,2500.0,,,,1,1,0.03,2.5
IMPERSONATION,Delhi,OPEN,ICICI003,2,12614.720000000001,6307.360000000001,4521.84,8092.88,,,,2,2,0.13,6.31
KYC,Telangana,RESOLVED,INDUS010,2,10000.0,5000.0,5000.0,5000.0,27.0,14.0,40.0,2,2,0.1,5.0
KYC,Telangana,OPEN,BOB007,12,22519.68,1876.64,869.51,4400.0,,,,12,12,0.23,1.88
IMPERSONATION,Punjab,RESOLVED,BOB007,1,2400.0,2400.0,2400.0,2400.0,77.0,77.0,77.0,1,1,0.02,2.4
LOTTERY,Gujarat,OPEN,UNION009,3,15471.060000000001,5157.02,3200.0,7344.13,,,,3,3,0.15,5.16
JOB,Maharashtra,ESCALATED,CANARA008,1,8000.0,8000.0,8000.0,8000.0,,,,1,1,0.08,8.0
LEGITIMATE,Gujarat,ESCALATED,UNION009,1,680.88,680.88,680.88,680.88,,,,1,1,0.01,0.68
LEGITIMATE,Delhi,RESOLVED,HDFC002,1,17007.5,17007.5,17007.5,17007.5,5.0,5.0,5.0,1,1,0.17,17.01
JOB,Delhi,OPEN,AXIS004,2,9621.619999999999,4810.8099999999995,2122.01,7499.61,,,,2,2,0.1,4.81
JOB,West Bengal,OPEN,PNB006,1,1700.0,1700.0,1700.0,1700.0,,,,1,1,0.02,1.7
KYC,Madhya Pradesh,OPEN,HDFC002,3,5697.3,1899.1000000000001,531.88,3729.51,,,,3,3,0.06,1.9
KYC,Maharashtra,ESCALATED,UNION009,8,17006.27,2125.78375,541.45,5000.0,,,,8,8,0.17,2.13
KYC,Jharkhand,OPEN,KOTAK005,2,7754.07,3877.035,2888.42,4865.65,,,,2,2,0.08,3.88
LOTTERY,Haryana,OPEN,CANARA008,1,3621.47,3621.47,3621.47,3621.47,,,,1,1,0.04,3.62
KYC,Telangana,OPEN,PNB006,7,13381.2,1911.6000000000001,559.87,4176.93,,,,7,7,0.13,1.91
LEGITIMATE,Delhi,ESCALATED,HDFC002,2,2431.9300000000003,1215.9650000000001,301.84,2130.09,,,,2,2,0.02,1.22
KYC,Maharashtra,OPEN,ICICI003,13,28726.22,2209.709230769231,500.0,5000.0,,,,13,13,0.29,2.21
KYC,Karnataka,OPEN,HDFC002,6,7728.24,1288.04,517.19,1910.55,,,,6,6,0.08,1.29
LOTTERY,Madhya Pradesh,RESOLVED,HDFC002,2,7800.0,3900.0,3500.0,4300.0,32.0,25.0,39.0,2,2,0.08,3.9
LEGITIMATE,Delhi,OPEN,INDUS010,2,490.86,245.43,195.91,294.95,,,,2,2,0.0,0.25
EMERGENCY,Kerala,RESOLVED,SBI001,1,42576.42,42576.42,42576.42,42576.42,84.0,84.0,84.0,1,1,0.43,42.58
LOTTERY,Rajasthan,OPEN,SBI001,3,12808.49,4269.496666666667,1700.0,7308.49,,,,3,3,0.13,4.27
TECH_SUPPORT,Tamil Nadu,RESOLVED,HDFC002,1,2414.12,2414.12,2414.12,2414.12,39.0,39.0,39.0,1,1,0.02,2.41
KYC,Uttar Pradesh,RESOLVED,UNION009,2,2500.0,1250.0,500.0,2000.0,55.5,45.0,66.0,2,2,0.03,1.25
LOTTERY,Tamil Nadu,OPEN,UNION009,7,45675.31,6525.044285714285,1459.47,24557.54,,,,7,7,0.46,6.53
LEGITIMATE,Uttar Pradesh,RESOLVED,UNION009,1,547.04,547.04,547.04,547.04,28.0,28.0,28.0,1,1,0.01,0.55
IMPERSONATION,Gujarat,OPEN,INDUS010,5,41443.95,8288.789999999999,3829.13,20259.94,,,,5,5,0.41,8.29
KYC,Maharashtra,ESCALATED,PNB006,8,13156.859999999999,1644.6074999999998,500.0,4395.96,,,,8,8,0.13,1.64
KYC,Karnataka,OPEN,PNB006,6,11757.119999999999,1959.5199999999998,600.0,5000.0,,,,6,6,0.12,1.96
LEGITIMATE,Chhattisgarh,OPEN,BOB007,1,9086.28,9086.28,9086.28,9086.28,,,,1,1,0.09,9.09
LOTTERY,Jharkhand,OPEN,BOB007,1,1000.0,1000.0,1000.0,1000.0,,,,1,1,0.01,1.0
LOTTERY,Rajasthan,OPEN,INDUS010,1,7400.0,7400.0,7400.0,7400.0,,,,1,1,0.07,7.4
KYC,Jharkhand,RESOLVED,KOTAK005,1,2029.25,2029.25,2029.25,2029.25,85.0,85.0,85.0,1,1,0.02,2.03
IMPERSONATION,Punjab,RESOLVED,KOTAK005,1,7700.0,7700.0,7700.0,7700.0,7.0,7.0,7.0,1,1,0.08,7.7
INVESTMENT,Uttar Pradesh,ESCALATED,HDFC002,2,49745.22,24872.61,15200.0,34545.22,,,,2,2,0.5,24.87
KYC,Madhya Pradesh,ESCALATED,CANARA008,3,9900.0,3300.0,900.0,5000.0,,,,3,3,0.1,3.3
KYC,Haryana,RESOLVED,SBI001,1,2200.0,2200.0,2200.0,2200.0,27.0,27.0,27.0,1,1,0.02,2.2
IMPERSONATION,Uttarakhand,ESCALATED,KOTAK005,1,5061.52,5061.52,5061.52,5061.52,,,,1,1,0.05,5.06
LOTTERY,Karnataka,ESCALATED,BOB007,3,34900.0,11633.333333333334,4500.0,22500.0,,,,3,3,0.35,11.63
TECH_SUPPORT,Tamil Nadu,OPEN,AXIS004,5,26077.809999999998,5215.562,1097.65,10000.0,,,,5,5,0.26,5.22
LEGITIMATE,Gujarat,OPEN,CANARA008,6,14576.21,2429.3683333333333,35.19,12219.4,,,,6,6,0.15,2.43
LEGITIMATE,Uttar Pradesh,RESOLVED,KOTAK005,1,140.84,140.84,140.84,140.84,34.0,34.0,34.0,1,1,0.0,0.14
TECH_SUPPORT,Uttar Pradesh,ESCALATED,HDFC002,1,3067.59,3067.59,3067.59,3067.59,,,,1,1,0.03,3.07
KYC,Uttar Pradesh,OPEN,AXIS004,4,8291.0,2072.75,500.0,3301.96,,,,4,4,0.08,2.07
KYC,Bihar,RESOLVED,ICICI003,2,7750.37,3875.185,3850.37,3900.0,42.5,25.0,60.0,2,2,0.08,3.88
TECH_SUPPORT,Maharashtra,ESCALATED,AXIS004,2,4627.84,2313.92,1027.84,3600.0,,,,2,2,0.05,2.31
TECH_SUPPORT,Tamil Nadu,ESCALATED,HDFC002,2,3839.05,1919.525,1800.0,2039.05,,,,2,2,0.04,1.92
IMPERSONATION,Maharashtra,ESCALATED,UNION009,3,12174.49,4058.1633333333334,2000.0,5274.49,,,,3,3,0.12,4.06
IMPERSONATION,Telangana,ESCALATED,UNION009,1,3430.91,3430.91,3430.91,3430.91,,,,1,1,0.03,3.43
KYC,Tamil Nadu,OPEN,KOTAK005,6,14326.35,2387.725,500.0,5000.0,,,,6,6,0.14,2.39
TECH_SUPPORT,Manipur,ESCALATED,INDUS010,1,4245.39,4245.39,4245.39,4245.39,,,,1,1,0.04,4.25
KYC,Uttar Pradesh,OPEN,UNION009,5,12922.669999999998,2584.5339999999997,1100.0,4306.12,,,,5,5,0.13,2.58
KYC,Tamil Nadu,RESOLVED,UNION009,3,7945.07,2648.3566666666666,600.0,5000.0,44.0,27.0,61.0,3,3,0.08,2.65
EMERGENCY,Himachal Pradesh,RESOLVED,UNION009,1,50000.0,50000.0,50000.0,50000.0,5.0,5.0,5.0,1,1,0.5,50.0
JOB,Maharashtra,OPEN,SBI001,3,9157.64,3052.5466666666666,2030.6,4542.32,,,,3,3,0.09,3.05
KYC,Rajasthan,OPEN,KOTAK005,5,13276.499999999998,2655.2999999999997,733.7,5000.0,,,,5,5,0.13,2.66
TECH_SUPPORT,Tamil Nadu,RESOLVED,AXIS004,1,5500.0,5500.0,5500.0,5500.0,84.0,84.0,84.0,1,1,0.06,5.5
INVESTMENT,West Bengal,OPEN,INDUS010,3,32797.5,10932.5,5000.0,22797.5,,,,3,3,0.33,10.93
JOB,Gujarat,ESCALATED,UNION009,2,4851.32,2425.66,1551.32,3300.0,,,,2,2,0.05,2.43
KYC,Rajasthan,OPEN,SBI001,4,12691.619999999999,3172.9049999999997,1548.87,5000.0,,,,4,4,0.13,3.17
LOTTERY,Karnataka,ESCALATED,ICICI003,2,23350.82,11675.41,2700.21,20650.61,,,,2,2,0.23,11.68
LOTTERY,Tripura,RESOLVED,BOB007,1,6839.91,6839.91,6839.91,6839.91,68.0,68.0,68.0,1,1,0.07,6.84
INVESTMENT,West Bengal,OPEN,KOTAK005,1,17700.0,17700.0,17700.0,17700.0,,,,1,1,0.18,17.7
EMERGENCY,Goa,RESOLVED,KOTAK005,1,6893.49,6893.49,6893.49,6893.49,84.0,84.0,84.0,1,1,0.07,6.89
LOTTERY,Gujarat,ESCALATED,INDUS010,2,11180.89,5590.445,4548.17,6632.72,,,,2,2,0.11,5.59
TECH_SUPPORT,Haryana,OPEN,AXIS004,2,3906.1,1953.05,1864.51,2041.59,,,,2,2,0.04,1.95
LEGITIMATE,Madhya Pradesh,ESCALATED,ICICI003,1,13880.25,13880.25,13880.25,13880.25,,,,1,1,0.14,13.88
LOTTERY,Karnataka,RESOLVED,HDFC002,2,23755.97,11877.985,3355.97,20400.0,56.0,45.0,67.0,2,2,0.24,11.88
LOTTERY,Tamil Nadu,ESCALATED,KOTAK005,2,9124.29,4562.145,4424.29,4700.0,,,,2,2,0.09,4.56
JOB,Bihar,OPEN,ICICI003,1,2320.36,2320.36,2320.36,2320.36,,,,1,1,0.02,2.32
KYC,Andhra Pradesh,ESCALATED,BOB007,1,2100.0,2100.0,2100.0,2100.0,,,,1,1,0.02,2.1
LOTTERY,Rajasthan,RESOLVED,HDFC002,2,8656.3,4328.15,2594.16,6062.14,65.0,49.0,81.0,2,2,0.09,4.33
KYC,Gujarat,ESCALATED,CANARA008,4,7194.179999999999,1798.5449999999998,716.24,2681.4,,,,4,4,0.07,1.8
JOB,Delhi,OPEN,PNB006,2,9700.0,4850.0,1700.0,8000.0,,,,2,2,0.1,4.85
TECH_SUPPORT,Telangana,RESOLVED,CANARA008,2,4078.55,2039.275,1766.47,2312.08,56.5,48.0,65.0,2,2,0.04,2.04
JOB,Uttar Pradesh,ESCALATED,INDUS010,1,1021.26,1021.26,1021.26,1021.26,,,,1,1,0.01,1.02
KYC,Delhi,RESOLVED,UNION009,2,2593.17,1296.585,693.17,1900.0,37.5,11.0,64.0,2,2,0.03,1.3
KYC,Delhi,RESOLVED,ICICI003,4,6029.84,1507.46,875.85,2000.0,46.25,12.0,86.0,4,4,0.06,1.51
JOB,Assam,OPEN,ICICI003,1,5679.88,5679.88,5679.88,5679.88,,,,1,1,0.06,5.68
JOB,Madhya Pradesh,OPEN,SBI001,1,5544.0,5544.0,5544.0,5544.0,,,,1,1,0.06,5.54
LOTTERY,Maharashtra,OPEN,AXIS004,6,22854.28,3809.0466666666666,1000.0,7642.01,,,,6,6,0.23,3.81
LOTTERY,Manipur,RESOLVED,AXIS004,1,4771.58,4771.58,4771.58,4771.58,72.0,72.0,72.0,1,1,0.05,4.77
KYC,Andhra Pradesh,RESOLVED,HDFC002,3,11529.77,3843.2566666666667,2876.28,5000.0,52.0,22.0,69.0,3,3,0.12,3.84
KYC,Madhya Pradesh,OPEN,INDUS010,2,4260.8099999999995,2130.4049999999997,1056.0,3204.81,,,,2,2,0.04,2.13
KYC,West Bengal,RESOLVED,HDFC002,2,6539.05,3269.525,2428.76,4110.29,53.0,49.0,57.0,2,2,0.07,3.27
KYC,Haryana,OPEN,SBI001,2,3516.56,1758.28,1400.0,2116.56,,,,2,2,0.04,1.76
LOTTERY,West Bengal,ESCALATED,INDUS010,1,14818.69,14818.69,14818.69,14818.69,,,,1,1,0.15,14.82
LOTTERY,Delhi,RESOLVED,AXIS004,2,16172.29,8086.145,4545.37,11626.92,50.0,29.0,71.0,2,2,0.16,8.09
JOB,Karnataka,OPEN,AXIS004,1,1597.34,1597.34,1597.34,1597.34,,,,1,1,0.02,1.6
LEGITIMATE,Uttar Pradesh,ESCALATED,AXIS004,1,29132.6,29132.6,29132.6,29132.6,,,,1,1,0.29,29.13
INVESTMENT,Tamil Nadu,OPEN,HDFC002,2,111784.16,55892.08,42294.85,69489.31,,,,2,2,1.12,55.89
KYC,Andhra Pradesh,OPEN,PNB006,1,1125.02,1125.02,1125.02,1125.02,,,,1,1,0.01,1.13
KYC,Delhi,RESOLVED,PNB006,3,3400.0,1133.3333333333333,600.0,1700.0,75.66666666666667,62.0,85.0,3,3,0.03,1.13
TECH_SUPPORT,Haryana,RESOLVED,ICICI003,1,1400.0,1400.0,1400.0,1400.0,81.0,81.0,81.0,1,1,0.01,1.4
JOB,West Bengal,OPEN,SBI001,3,9080.48,3026.8266666666664,800.0,5700.0,,,,3,3,0.09,3.03
LEGITIMATE,Gujarat,RESOLVED,CANARA008,1,47310.95,47310.95,47310.95,47310.95,16.0,16.0,16.0,1,1,0.47,47.31
INVESTMENT,Karnataka,RESOLVED,HDFC002,1,9134.43,9134.43,9134.43,9134.43,14.0,14.0,14.0,1,1,0.09,9.13
JOB,Kerala,ESCALATED,UNION009,1,1473.02,1473.02,1473.02,1473.02,,,,1,1,0.01,1.47
IMPERSONATION,Maharashtra,ESCALATED,CANARA008,1,17321.16,17321.16,17321.16,17321.16,,,,1,1,0.17,17.32
KYC,Arunachal Pradesh,OPEN,INDUS010,2,1639.78,819.89,600.0,1039.78,,,,2,2,0.02,0.82
KYC,Maharashtra,RESOLVED,CANARA008,4,6834.43,1708.6075,500.0,4200.0,55.0,32.0,85.0,4,4,0.07,1.71
LOTTERY,Gujarat,OPEN,KOTAK005,4,21459.96,5364.99,2323.93,8500.0,,,,4,4,0.21,5.36
INVESTMENT,Karnataka,OPEN,BOB007,1,17500.0,17500.0,17500.0,17500.0,,,,1,1,0.18,17.5
KYC,Punjab,ESCALATED,KOTAK005,1,708.03,708.03,708.03,708.03,,,,1,1,0.01,0.71
INVESTMENT,Jharkhand,OPEN,KOTAK005,1,100000.0,100000.0,100000.0,100000.0,,,,1,1,1.0,100.0
LOTTERY,Maharashtra,ESCALATED,CANARA008,3,29992.33,9997.443333333335,2800.0,18800.0,,,,3,3,0.3,10.0
TECH_SUPPORT,Tamil Nadu,ESCALATED,SBI001,1,8939.94,8939.94,8939.94,8939.94,,,,1,1,0.09,8.94
TECH_SUPPORT,Andhra Pradesh,ESCALATED,KOTAK005,1,500.0,500.0,500.0,500.0,,,,1,1,0.01,0.5
KYC,Tamil Nadu,ESCALATED,INDUS010,1,800.0,800.0,800.0,800.0,,,,1,1,0.01,0.8
EMERGENCY,Uttar Pradesh,OPEN,AXIS004,1,38428.57,38428.57,38428.57,38428.57,,,,1,1,0.38,38.43
LOTTERY,Karnataka,OPEN,INDUS010,2,15100.0,7550.0,1000.0,14100.0,,,,2,2,0.15,7.55
JOB,Haryana,OPEN,KOTAK005,1,2321.48,2321.48,2321.48,2321.48,,,,1,1,0.02,2.32
INVESTMENT,Delhi,RESOLVED,AXIS004,1,11868.14,11868.14,11868.14,11868.14,17.0,17.0,17.0,1,1,0.12,11.87
INVESTMENT,Rajasthan,RESOLVED,KOTAK005,2,74300.0,37150.0,5000.0,69300.0,50.0,47.0,53.0,2,2,0.74,37.15
INVESTMENT,Maharashtra,OPEN,KOTAK005,1,22914.26,22914.26,22914.26,22914.26,,,,1,1,0.23,22.91
LOTTERY,Odisha,RESOLVED,KOTAK005,1,6228.56,6228.56,6228.56,6228.56,49.0,49.0,49.0,1,1,0.06,6.23
KYC,Rajasthan,OPEN,BOB007,2,2659.51,1329.755,848.35,1811.16,,,,2,2,0.03,1.33
TECH_SUPPORT,Haryana,ESCALATED,SBI001,1,500.0,500.0,500.0,500.0,,,,1,1,0.01,0.5
INVESTMENT,Karnataka,ESCALATED,INDUS010,1,22400.0,22400.0,22400.0,22400.0,,,,1,1,0.22,22.4
LOTTERY,Bihar,RESOLVED,UNION009,1,1800.0,1800.0,1800.0,1800.0,81.0,81.0,81.0,1,1,0.02,1.8
LOTTERY,Gujarat,ESCALATED,HDFC002,1,13300.0,13300.0,13300.0,13300.0,,,,1,1,0.13,13.3
EMERGENCY,Karnataka,RESOLVED,KOTAK005,1,5200.0,5200.0,5200.0,5200.0,68.0,68.0,68.0,1,1,0.05,5.2
TECH_SUPPORT,Assam,OPEN,PNB006,1,1720.09,1720.09,1720.09,1720.09,,,,1,1,0.02,1.72
TECH_SUPPORT,Telangana,OPEN,UNION009,2,6330.49,3165.245,1600.0,4730.49,,,,2,2,0.06,3.17
KYC,Kerala,RESOLVED,AXIS004,2,3360.16,1680.08,1460.16,1900.0,17.5,10.0,25.0,2,2,0.03,1.68
TECH_SUPPORT,Punjab,RESOLVED,INDUS010,1,4518.79,4518.79,4518.79,4518.79,82.0,82.0,82.0,1,1,0.05,4.52
