scam_type,complaint_status,bank_id,sender_state,complaint_count,avg_resolution_days,min_resolution_days,max_resolution_days,total_amount_involved,affected_users,linked_txns,amount_involved_lakhs,avg_loss_per_user
IMPERSONATION,OPEN,KOTAK005,Uttar Pradesh,7,,,,88281.19,7,7,0.88,12612.0
LOTTERY,OPEN,INDUS010,Jharkhand,1,,,,2182.6,1,1,0.02,2183.0
KYC,RESOLVED,AXIS004,Delhi,3,56.333333333333336,27.0,72.0,5777.219999999999,3,3,0.06,1926.0
KYC,RESOLVED,KOTAK005,Delhi,2,40.0,7.0,73.0,2826.29,2,2,0.03,1413.0
TECH_SUPPORT,OPEN,AXIS004,Maharashtra,2,,,,17821.43,2,2,0.18,8911.0
JOB,RESOLVED,INDUS010,Rajasthan,1,26.0,26.0,26.0,3709.07,1,1,0.04,3709.0
LEGITIMATE,OPEN,INDUS010,Tamil Nadu,3,,,,5573.360000000001,3,3,0.06,1858.0
TECH_SUPPORT,OPEN,UNION009,Delhi,6,,,,12408.21,6,6,0.12,2068.0
EMERGENCY,RESOLVED,HDFC002,Uttar Pradesh,1,88.0,88.0,88.0,7874.53,1,1,0.08,7875.0
EMERGENCY,OPEN,AXIS004,Andhra Pradesh,1,,,,6315.11,1,1,0.06,6315.0
JOB,ESCALATED,ICICI003,Rajasthan,1,,,,1747.72,1,1,0.02,1748.0
IMPERSONATION,OPEN,KOTAK005,Madhya Pradesh,1,,,,2332.82,1,1,0.02,2333.0
JOB,OPEN,CANARA008,Andhra Pradesh,1,,,,558.57,1,1,0.01,559.0
LOTTERY,RESOLVED,BOB007,Maharashtra,6,24.666666666666668,4.0,58.0,39999.78,6,6,0.4,6667.0
IMPERSONATION,OPEN,ICICI003,Andhra Pradesh,2,,,,24228.12,2,2,0.24,12114.0
JOB,OPEN,HDFC002,Maharashtra,5,,,,11742.76,5,5,0.12,2349.0
INVESTMENT,RESOLVED,KOTAK005,Rajasthan,2,50.0,47.0,53.0,74300.0,2,2,0.74,37150.0
LEGITIMATE,OPEN,HDFC002,Tamil Nadu,3,,,,26492.63,3,3,0.26,8831.0
INVESTMENT,OPEN,UNION009,Bihar,1,,,,23900.0,1,1,0.24,23900.0
LOTTERY,OPEN,AXIS004,Rajasthan,2,,,,15752.87,2,2,0.16,7876.0
KYC,RESOLVED,INDUS010,Kerala,2,28.5,3.0,54.0,6808.26,2,2,0.07,3404.0
KYC,RESOLVED,ICICI003,Haryana,1,42.0,42.0,42.0,2805.62,1,1,0.03,2806.0
LOTTERY,OPEN,ICICI003,Madhya Pradesh,3,,,,17518.920000000002,2,3,0.18,8759.0
KYC,RESOLVED,HDFC002,Odisha,1,82.0,82.0,82.0,1057.43,1,1,0.01,1057.0
JOB,RESOLVED,AXIS004,Tamil Nadu,1,47.0,47.0,47.0,1024.84,1,1,0.01,1025.0
IMPERSONATION,ESCALATED,CANARA008,Jharkhand,1,,,,2000.0,1,1,0.02,2000.0
KYC,RESOLVED,PNB006,Gujarat,7,40.142857142857146,6.0,68.0,14320.199999999999,6,7,0.14,2387.0
JOB,OPEN,SBI001,Kerala,1,,,,907.74,1,1,0.01,908.0
LOTTERY,OPEN,HDFC002,Gujarat,4,,,,12985.61,4,4,0.13,3246.0
KYC,OPEN,HDFC002,Andhra Pradesh,4,,,,8898.33,4,4,0.09,2225.0
LOTTERY,RESOLVED,ICICI003,Telangana,1,44.0,44.0,44.0,8290.36,1,1,0.08,8290.0
INVESTMENT,OPEN,KOTAK005,Telangana,1,,,,10300.0,1,1,0.1,10300.0
LOTTERY,OPEN,INDUS010,Telangana,4,,,,16459.22,4,4,0.16,4115.0
TECH_SUPPORT,OPEN,KOTAK005,Assam,1,,,,3200.0,1,1,0.03,3200.0
IMPERSONATION,OPEN,CANARA008,Madhya Pradesh,1,,,,2000.0,1,1,0.02,2000.0
TECH_SUPPORT,OPEN,ICICI003,Gujarat,1,,,,2331.03,1,1,0.02,2331.0
KYC,OPEN,HDFC002,Delhi,5,,,,6390.450000000001,5,5,0.06,1278.0
KYC,RESOLVED,AXIS004,Manipur,1,45.0,45.0,45.0,5000.0,1,1,0.05,5000.0
TECH_SUPPORT,OPEN,SBI001,Uttar Pradesh,1,,,,6700.0,1,1,0.07,6700.0
JOB,RESOLVED,INDUS010,Delhi,3,15.333333333333334,12.0,19.0,7368.219999999999,3,3,0.07,2456.0
KYC,OPEN,CANARA008,Tamil Nadu,7,,,,15316.23,7,7,0.15,2188.0
KYC,OPEN,BOB007,Karnataka,7,,,,19779.4,7,7,0.2,2826.0
KYC,RESOLVED,SBI001,Maharashtra,2,13.0,5.0,21.0,6898.72,2,2,0.07,3449.0
LOTTERY,RESOLVED,HDFC002,Karnataka,2,56.0,45.0,67.0,23755.97,2,2,0.24,11878.0
KYC,RESOLVED,AXIS004,Maharashtra,6,55.833333333333336,30.0,82.0,11874.31,6,6,0.12,1979.0
IMPERSONATION,OPEN,UNION009,West Bengal,2,,,,8983.630000000001,2,2,0.09,4492.0
LEGITIMATE,OPEN,KOTAK005,Arunachal Pradesh,2,,,,9405.28,2,2,0.09,4703.0
IMPERSONATION,RESOLVED,ICICI003,Assam,1,76.0,76.0,76.0,12343.35,1,1,0.12,12343.0
LEGITIMATE,OPEN,BOB007,Kerala,2,,,,2198.87,2,2,0.02,1099.0
LOTTERY,OPEN,INDUS010,Tamil Nadu,2,,,,8135.81,2,2,0.08,4068.0
KYC,OPEN,CANARA008,Himachal Pradesh,1,,,,1598.98,1,1,0.02,1599.0
LEGITIMATE,OPEN,AXIS004,Andhra Pradesh,2,,,,6238.11,2,2,0.06,3119.0
LOTTERY,RESOLVED,ICICI003,Himachal Pradesh,1,81.0,81.0,81.0,2876.62,1,1,0.03,2877.0
EMERGENCY,ESCALATED,HDFC002,Maharashtra,2,,,,7472.89,2,2,0.07,3736.0
LEGITIMATE,ESCALATED,INDUS010,Karnataka,1,,,,532.31,1,1,0.01,532.0
IMPERSONATION,OPEN,PNB006,Tamil Nadu,3,,,,58203.12,3,3,0.58,19401.0
LOTTERY,OPEN,ICICI003,Manipur,1,,,,18100.0,1,1,0.18,18100.0
LEGITIMATE,OPEN,BOB007,Uttar Pradesh,1,,,,1435.14,1,1,0.01,1435.0
TECH_SUPPORT,OPEN,HDFC002,Bihar,1,,,,1386.08,1,1,0.01,1386.0
KYC,RESOLVED,PNB006,Punjab,3,54.333333333333336,44.0,60.0,10900.91,3,3,0.11,3634.0
KYC,RESOLVED,INDUS010,Andhra Pradesh,2,72.0,68.0,76.0,2300.0,2,2,0.02,1150.0
LOTTERY,RESOLVED,ICICI003,Madhya Pradesh,2,40.0,33.0,47.0,9482.529999999999,2,2,0.09,4741.0
LOTTERY,ESCALATED,INDUS010,Telangana,2,,,,8024.55,2,2,0.08,4012.0
KYC,RESOLVED,INDUS010,Gujarat,2,24.5,5.0,44.0,2000.0,2,2,0.02,1000.0
KYC,ESCALATED,INDUS010,West Bengal,4,,,,8524.33,4,4,0.09,2131.0
TECH_SUPPORT,OPEN,CANARA008,Arunachal Pradesh,1,,,,1434.46,1,1,0.01,1434.0
LEGITIMATE,OPEN,UNION009,Kerala,1,,,,61.31,1,1,0.0,61.0
TECH_SUPPORT,OPEN,KOTAK005,Nagaland,1,,,,10000.0,1,1,0.1,10000.0
LEGITIMATE,OPEN,ICICI003,Arunachal Pradesh,1,,,,5176.97,1,1,0.05,5177.0
LOTTERY,OPEN,SBI001,Meghalaya,1,,,,5800.0,1,1,0.06,5800.0
LEGITIMATE,RESOLVED,UNION009,Maharashtra,2,34.5,28.0,41.0,1042.06,2,2,0.01,521.0
JOB,ESCALATED,AXIS004,Telangana,1,,,,2000.0,1,1,0.02,2000.0
KYC,ESCALATED,HDFC002,Gujarat,1,,,,500.0,1,1,0.01,500.0
IMPERSONATION,OPEN,KOTAK005,Kerala,1,,,,2000.0,1,1,0.02,2000.0
KYC,ESCALATED,KOTAK005,Bihar,1,,,,2400.0,1,1,0.02,2400.0
LEGITIMATE,OPEN,PNB006,Assam,1,,,,222.87,1,1,0.0,223.0
INVESTMENT,RESOLVED,SBI001,Delhi,1,17.0,17.0,17.0,5000.0,1,1,0.05,5000.0
LOTTERY,OPEN,ICICI003,Haryana,3,,,,9270.71,3,3,0.09,3090.0
TECH_SUPPORT,OPEN,CANARA008,Tripura,1,,,,3768.48,1,1,0.04,3768.0
LOTTERY,OPEN,ICICI003,Jharkhand,1,,,,13622.27,1,1,0.14,13622.0
IMPERSONATION,RESOLVED,BOB007,Tamil Nadu,1,75.0,75.0,75.0,9418.07,1,1,0.09,9418.0
JOB,OPEN,ICICI003,Bihar,1,,,,2320.36,1,1,0.02,2320.0
KYC,ESCALATED,HDFC002,Kerala,1,,,,516.94,1,1,0.01,517.0
EMERGENCY,RESOLVED,ICICI003,West Bengal,1,50.0,50.0,50.0,2000.0,1,1,0.02,2000.0
IMPERSONATION,ESCALATED,ICICI003,Chhattisgarh,1,,,,12300.0,1,1,0.12,12300.0
LOTTERY,ESCALATED,PNB006,Uttar Pradesh,1,,,,3688.7,1,1,0.04,3689.0
JOB,OPEN,CANARA008,Bihar,1,,,,1146.17,1,1,0.01,1146.0
INVESTMENT,ESCALATED,ICICI003,Bihar,1,,,,74821.77,1,1,0.75,74822.0
JOB,OPEN,KOTAK005,Punjab,1,,,,2986.62,1,1,0.03,2987.0
TECH_SUPPORT,OPEN,PNB006,Andhra Pradesh,3,,,,9740.98,3,3,0.1,3247.0
LOTTERY,ESCALATED,INDUS010,Gujarat,2,,,,11180.89,2,2,0.11,5590.0
JOB,OPEN,BOB007,Telangana,1,,,,2186.1,1,1,0.02,2186.0
INVESTMENT,OPEN,SBI001,Gujarat,1,,,,12700.0,1,1,0.13,12700.0
LEGITIMATE,ESCALATED,AXIS004,Andhra Pradesh,1,,,,4069.93,1,1,0.04,4070.0
IMPERSONATION,ESCALATED,AXIS004,Kerala,1,,,,2309.09,1,1,0.02,2309.0
EMERGENCY,OPEN,INDUS010,Kerala,1,,,,29912.53,1,1,0.3,29913.0
KYC,RESOLVED,KOTAK005,Haryana,3,63.0,45.0,73.0,7280.2,3,3,0.07,2427.0
EMERGENCY,ESCALATED,AXIS004,Tamil Nadu,1,,,,8150.14,1,1,0.08,8150.0
IMPERSONATION,OPEN,SBI001,Uttarakhand,1,,,,2000.0,1,1,0.02,2000.0
KYC,ESCALATED,BOB007,Karnataka,7,,,,11046.93,7,7,0.11,1578.0
EMERGENCY,ESCALATED,ICICI003,Punjab,1,,,,3840.64,1,1,0.04,3841.0
KYC,ESCALATED,INDUS010,Rajasthan,1,,,,2888.54,1,1,0.03,2889.0
TECH_SUPPORT,RESOLVED,AXIS004,Maharashtra,4,39.25,16.0,74.0,25819.4,4,4,0.26,6455.0
KYC,RESOLVED,ICICI003,Maharashtra,7,43.142857142857146,5.0,87.0,16694.79,7,7,0.17,2385.0
KYC,ESCALATED,AXIS004,Uttar Pradesh,2,,,,10000.0,2,2,0.1,5000.0
IMPERSONATION,ESCALATED,ICICI003,Karnataka,1,,,,2000.0,1,1,0.02,2000.0
EMERGENCY,OPEN,PNB006,Uttar Pradesh,1,,,,3900.0,1,1,0.04,3900.0
JOB,OPEN,BOB007,Rajasthan,3,,,,13291.11,3,3,0.13,4430.0
TECH_SUPPORT,OPEN,HDFC002,Uttar Pradesh,3,,,,6862.27,3,3,0.07,2287.0
KYC,OPEN,SBI001,Tamil Nadu,9,,,,12853.61,9,9,0.13,1428.0
LOTTERY,RESOLVED,UNION009,Madhya Pradesh,3,65.33333333333333,56.0,73.0,34029.81,3,3,0.34,11343.0
KYC,RESOLVED,AXIS004,Rajasthan,1,36.0,36.0,36.0,1486.49,1,1,0.01,1486.0
KYC,RESOLVED,PNB006,Tamil Nadu,5,51.8,9.0,76.0,15770.04,5,5,0.16,3154.0
TECH_SUPPORT,RESOLVED,ICICI003,Karnataka,4,42.25,9.0,60.0,7300.0,4,4,0.07,1825.0
KYC,RESOLVED,KOTAK005,Karnataka,14,50.42857142857143,5.0,81.0,36669.469999999994,14,14,0.37,2619.0
KYC,RESOLVED,ICICI003,Odisha,1,48.0,48.0,48.0,1140.32,1,1,0.01,1140.0
LOTTERY,RESOLVED,PNB006,Maharashtra,3,44.333333333333336,32.0,53.0,6195.66,3,3,0.06,2065.0
TECH_SUPPORT,RESOLVED,SBI001,Telangana,3,28.0,17.0,43.0,7645.030000000001,3,3,0.08,2548.0
IMPERSONATION,RESOLVED,CANARA008,Uttar Pradesh,3,33.0,15.0,61.0,16675.510000000002,3,3,0.17,5559.0
LOTTERY,RESOLVED,INDUS010,Delhi,2,26.5,14.0,39.0,18041.36,2,2,0.18,9021.0
LOTTERY,OPEN,BOB007,Uttar Pradesh,5,,,,53885.74,5,5,0.54,10777.0
LEGITIMATE,OPEN,SBI001,Gujarat,5,,,,16485.809999999998,5,5,0.16,3297.0
TECH_SUPPORT,RESOLVED,CANARA008,Telangana,2,56.5,48.0,65.0,4078.55,2,2,0.04,2039.0
LOTTERY,OPEN,CANARA008,Uttarakhand,1,,,,12200.0,1,1,0.12,12200.0
LOTTERY,OPEN,SBI001,Maharashtra,10,,,,68980.89,10,10,0.69,6898.0
KYC,OPEN,CANARA008,Rajasthan,7,,,,20987.18,7,7,0.21,2998.0
LOTTERY,ESCALATED,INDUS010,Uttar Pradesh,1,,,,4500.0,1,1,0.05,4500.0
KYC,OPEN,BOB007,Madhya Pradesh,2,,,,4083.09,2,2,0.04,2042.0
LOTTERY,OPEN,UNION009,Delhi,4,,,,49594.259999999995,4,4,0.5,12399.0
JOB,OPEN,PNB006,Karnataka,3,,,,7318.070000000001,3,3,0.07,2439.0
LOTTERY,OPEN,INDUS010,Punjab,3,,,,36833.15,3,3,0.37,12278.0
KYC,OPEN,CANARA008,Odisha,1,,,,2047.89,1,1,0.02,2048.0
INVESTMENT,ESCALATED,INDUS010,Delhi,1,,,,6688.5,1,1,0.07,6689.0
IMPERSONATION,OPEN,BOB007,Maharashtra,5,,,,51351.979999999996,5,5,0.51,10270.0
IMPERSONATION,RESOLVED,PNB006,West Bengal,2,12.5,3.0,22.0,27172.83,2,2,0.27,13586.0
IMPERSONATION,RESOLVED,ICICI003,Madhya Pradesh,2,54.0,45.0,63.0,7100.0,2,2,0.07,3550.0
KYC,ESCALATED,HDFC002,Maharashtra,3,,,,4047.12,3,3,0.04,1349.0
LOTTERY,RESOLVED,CANARA008,Maharashtra,5,49.2,3.0,69.0,41425.37,5,5,0.41,8285.0
TECH_SUPPORT,RESOLVED,BOB007,Haryana,1,83.0,83.0,83.0,6800.0,1,1,0.07,6800.0
LEGITIMATE,RESOLVED,HDFC002,Maharashtra,4,28.5,3.0,71.0,12096.16,4,4,0.12,3024.0
LEGITIMATE,ESCALATED,SBI001,Karnataka,1,,,,3584.76,1,1,0.04,3585.0
TECH_SUPPORT,RESOLVED,INDUS010,Kerala,1,8.0,8.0,8.0,500.0,1,1,0.01,500.0
KYC,ESCALATED,CANARA008,Arunachal Pradesh,1,,,,1200.0,1,1,0.01,1200.0
LOTTERY,ESCALATED,HDFC002,West Bengal,3,,,,24800.0,3,3,0.25,8267.0
INVESTMENT,RESOLVED,AXIS004,Manipur,1,28.0,28.0,28.0,73900.0,1,1,0.74,73900.0
LOTTERY,OPEN,HDFC002,Madhya Pradesh,2,,,,19754.7,2,2,0.2,9877.0
LEGITIMATE,OPEN,UNION009,Gujarat,5,,,,6920.6900000000005,5,5,0.07,1384.0
LEGITIMATE,RESOLVED,BOB007,Punjab,1,84.0,84.0,84.0,60800.66,1,1,0.61,60801.0
KYC,ESCALATED,INDUS010,Haryana,2,,,,3627.44,2,2,0.04,1814.0
INVESTMENT,RESOLVED,HDFC002,Gujarat,1,5.0,5.0,5.0,6416.85,1,1,0.06,6417.0
INVESTMENT,OPEN,BOB007,Delhi,1,,,,87353.24,1,1,0.87,87353.0
LOTTERY,OPEN,ICICI003,Goa,1,,,,10100.0,1,1,0.1,10100.0
KYC,OPEN,KOTAK005,Karnataka,8,,,,19426.08,8,8,0.19,2428.0
KYC,RESOLVED,INDUS010,Punjab,1,45.0,45.0,45.0,1048.75,1,1,0.01,1049.0
LEGITIMATE,OPEN,SBI001,Maharashtra,11,,,,19272.15,11,11,0.19,1752.0
TECH_SUPPORT,ESCALATED,KOTAK005,Uttar Pradesh,2,,,,4743.610000000001,2,2,0.05,2372.0
IMPERSONATION,OPEN,ICICI003,Madhya Pradesh,1,,,,2000.0,1,1,0.02,2000.0
LOTTERY,RESOLVED,BOB007,Karnataka,1,57.0,57.0,57.0,2000.0,1,1,0.02,2000.0
JOB,OPEN,INDUS010,Telangana,1,,,,4200.0,1,1,0.04,4200.0
JOB,OPEN,UNION009,Madhya Pradesh,1,,,,2000.0,1,1,0.02,2000.0
KYC,OPEN,PNB006,Maharashtra,12,,,,29680.41,12,12,0.3,2473.0
KYC,OPEN,AXIS004,Himachal Pradesh,3,,,,9955.77,3,3,0.1,3319.0
LOTTERY,OPEN,UNION009,Haryana,2,,,,8017.96,2,2,0.08,4009.0
LOTTERY,ESCALATED,UNION009,Punjab,1,,,,7731.96,1,1,0.08,7732.0
LEGITIMATE,RESOLVED,SBI001,Karnataka,2,56.5,25.0,88.0,4433.79,2,2,0.04,2217.0
LOTTERY,ESCALATED,CANARA008,Rajasthan,2,,,,12792.92,2,2,0.13,6396.0
IMPERSONATION,ESCALATED,AXIS004,Haryana,1,,,,9539.52,1,1,0.1,9540.0
KYC,RESOLVED,BOB007,Haryana,1,8.0,8.0,8.0,1600.0,1,1,0.02,1600.0
KYC,ESCALATED,UNION009,Tamil Nadu,5,,,,16753.17,5,5,0.17,3351.0
LOTTERY,OPEN,SBI001,Odisha,1,,,,3800.0,1,1,0.04,3800.0
JOB,OPEN,SBI001,Delhi,1,,,,3200.0,1,1,0.03,3200.0
EMERGENCY,OPEN,KOTAK005,Tamil Nadu,1,,,,21500.0,1,1,0.22,21500.0
LEGITIMATE,OPEN,BOB007,Tamil Nadu,4,,,,1503.73,4,4,0.02,376.0
INVESTMENT,OPEN,AXIS004,Haryana,1,,,,6354.44,1,1,0.06,6354.0
INVESTMENT,OPEN,CANARA008,Uttar Pradesh,2,,,,22306.87,2,2,0.22,11153.0
JOB,ESCALATED,PNB006,Haryana,1,,,,5580.76,1,1,0.06,5581.0
EMERGENCY,OPEN,UNION009,Karnataka,1,,,,11900.0,1,1,0.12,11900.0
EMERGENCY,ESCALATED,ICICI003,Karnataka,1,,,,5100.0,1,1,0.05,5100.0
LEGITIMATE,RESOLVED,HDFC002,Andhra Pradesh,1,85.0,85.0,85.0,1254.53,1,1,0.01,1255.0
TECH_SUPPORT,ESCALATED,SBI001,Gujarat,2,,,,8606.189999999999,2,2,0.09,4303.0
LOTTERY,OPEN,KOTAK005,Himachal Pradesh,1,,,,6000.0,1,1,0.06,6000.0
JOB,OPEN,SBI001,Andhra Pradesh,2,,,,7300.0,2,2,0.07,3650.0
INVESTMENT,ESCALATED,AXIS004,Karnataka,1,,,,5000.0,1,1,0.05,5000.0
LOTTERY,OPEN,SBI001,Mizoram,1,,,,3100.0,1,1,0.03,3100.0
LEGITIMATE,OPEN,HDFC002,Uttar Pradesh,5,,,,9600.119999999999,5,5,0.1,1920.0
LOTTERY,OPEN,INDUS010,Odisha,1,,,,3533.27,1,1,0.04,3533.0
LOTTERY,RESOLVED,UNION009,Jharkhand,1,12.0,12.0,12.0,1800.0,1,1,0.02,1800.0
LOTTERY,OPEN,SBI001,West Bengal,2,,,,6708.57,2,2,0.07,3354.0
INVESTMENT,ESCALATED,SBI001,West Bengal,1,,,,13402.23,1,1,0.13,13402.0
LOTTERY,ESCALATED,INDUS010,Rajasthan,2,,,,9373.61,2,2,0.09,4687.0
KYC,OPEN,HDFC002,Madhya Pradesh,3,,,,5697.3,3,3,0.06,1899.0
EMERGENCY,RESOLVED,CANARA008,Rajasthan,1,64.0,64.0,64.0,4700.0,1,1,0.05,4700.0
LEGITIMATE,OPEN,BOB007,Madhya Pradesh,3,,,,17839.440000000002,3,3,0.18,5946.0
LEGITIMATE,OPEN,AXIS004,Gujarat,3,,,,6457.72,3,3,0.06,2153.0
JOB,OPEN,KOTAK005,West Bengal,2,,,,9753.54,2,2,0.1,4877.0
LOTTERY,OPEN,ICICI003,Tamil Nadu,7,,,,60761.9,7,7,0.61,8680.0
KYC,OPEN,KOTAK005,Gujarat,1,,,,1529.58,1,1,0.02,1530.0
LOTTERY,ESCALATED,SBI001,Rajasthan,1,,,,1762.28,1,1,0.02,1762.0
LEGITIMATE,ESCALATED,ICICI003,Delhi,1,,,,9527.74,1,1,0.1,9528.0
LOTTERY,RESOLVED,HDFC002,Haryana,2,34.5,4.0,65.0,10424.58,2,2,0.1,5212.0
KYC,RESOLVED,ICICI003,West Bengal,2,72.5,67.0,78.0,4112.63,2,2,0.04,2056.0
JOB,OPEN,ICICI003,Rajasthan,1,,,,6600.0,1,1,0.07,6600.0
JOB,OPEN,INDUS010,Delhi,1,,,,5186.43,1,1,0.05,5186.0
LEGITIMATE,OPEN,KOTAK005,Tamil Nadu,2,,,,7350.49,2,2,0.07,3675.0
IMPERSONATION,RESOLVED,AXIS004,Delhi,1,67.0,67.0,67.0,9500.0,1,1,0.1,9500.0
EMERGENCY,OPEN,HDFC002,Karnataka,1,,,,9085.95,1,1,0.09,9086.0
LOTTERY,OPEN,INDUS010,Karnataka,2,,,,15100.0,2,2,0.15,7550.0
LEGITIMATE,RESOLVED,ICICI003,Jharkhand,2,45.0,17.0,73.0,10749.470000000001,2,2,0.11,5375.0
INVESTMENT,ESCALATED,UNION009,Karnataka,2,,,,88921.53,2,2,0.89,44461.0
JOB,RESOLVED,PNB006,Uttar Pradesh,2,48.5,32.0,65.0,4331.82,2,2,0.04,2166.0
TECH_SUPPORT,RESOLVED,INDUS010,Haryana,1,15.0,15.0,15.0,5035.86,1,1,0.05,5036.0
TECH_SUPPORT,OPEN,INDUS010,Uttar Pradesh,3,,,,8040.6900000000005,3,3,0.08,2680.0
TECH_SUPPORT,OPEN,SBI001,Punjab,1,,,,1754.47,1,1,0.02,1754.0
JOB,RESOLVED,KOTAK005,Gujarat,3,69.66666666666667,66.0,73.0,7513.240000000001,3,3,0.08,2504.0
JOB,ESCALATED,SBI001,West Bengal,1,,,,2567.4,1,1,0.03,2567.0
INVESTMENT,ESCALATED,UNION009,Andhra Pradesh,1,,,,48340.77,1,1,0.48,48341.0
KYC,RESOLVED,UNION009,Uttar Pradesh,2,55.5,45.0,66.0,2500.0,2,2,0.03,1250.0
LEGITIMATE,OPEN,BOB007,Manipur,1,,,,962.16,1,1,0.01,962.0
JOB,RESOLVED,BOB007,Karnataka,1,80.0,80.0,80.0,1900.0,1,1,0.02,1900.0
IMPERSONATION,OPEN,BOB007,Delhi,2,,,,6664.85,2,2,0.07,3332.0
KYC,OPEN,ICICI003,Haryana,1,,,,600.0,1,1,0.01,600.0
JOB,ESCALATED,UNION009,Rajasthan,1,,,,2415.44,1,1,0.02,2415.0
JOB,OPEN,BOB007,Uttar Pradesh,1,,,,6000.0,1,1,0.06,6000.0
TECH_SUPPORT,ESCALATED,PNB006,Delhi,1,,,,1085.75,1,1,0.01,1086.0
JOB,RESOLVED,SBI001,Telangana,1,78.0,78.0,78.0,2509.54,1,1,0.03,2510.0
KYC,RESOLVED,SBI001,Karnataka,2,57.0,34.0,80.0,1985.1399999999999,2,2,0.02,993.0
TECH_SUPPORT,ESCALATED,HDFC002,Madhya Pradesh,1,,,,1200.0,1,1,0.01,1200.0
KYC,ESCALATED,BOB007,Telangana,2,,,,2700.0,2,2,0.03,1350.0
LOTTERY,OPEN,HDFC002,Uttarakhand,1,,,,6476.71,1,1,0.06,6477.0
IMPERSONATION,RESOLVED,AXIS004,Himachal Pradesh,1,24.0,24.0,24.0,19964.07,1,1,0.2,19964.0
KYC,RESOLVED,HDFC002,Tamil Nadu,2,59.5,40.0,79.0,3341.73,2,2,0.03,1671.0
IMPERSONATION,OPEN,INDUS010,Tamil Nadu,4,,,,26434.65,4,4,0.26,6609.0
KYC,RESOLVED,PNB006,Odisha,2,52.5,34.0,71.0,7300.0,1,2,0.07,7300.0
EMERGENCY,OPEN,HDFC002,Maharashtra,1,,,,12400.0,1,1,0.12,12400.0
JOB,OPEN,ICICI003,Himachal Pradesh,1,,,,1954.82,1,1,0.02,1955.0
KYC,OPEN,PNB006,Odisha,2,,,,6822.13,2,2,0.07,3411.0
TECH_SUPPORT,OPEN,HDFC002,Odisha,1,,,,2000.0,1,1,0.02,2000.0
LEGITIMATE,RESOLVED,PNB006,Karnataka,1,27.0,27.0,27.0,12528.58,1,1,0.13,12529.0
LOTTERY,OPEN,CANARA008,Delhi,4,,,,28007.700000000004,4,4,0.28,7002.0
INVESTMENT,RESOLVED,ICICI003,Punjab,1,44.0,44.0,44.0,46453.3,1,1,0.46,46453.0
INVESTMENT,ESCALATED,BOB007,Gujarat,1,,,,5000.0,1,1,0.05,5000.0
LEGITIMATE,RESOLVED,BOB007,Kerala,1,46.0,46.0,46.0,553.86,1,1,0.01,554.0
LOTTERY,RESOLVED,HDFC002,Punjab,2,60.5,60.0,61.0,23100.0,2,2,0.23,11550.0
KYC,OPEN,INDUS010,West Bengal,2,,,,6681.09,2,2,0.07,3341.0
INVESTMENT,OPEN,ICICI003,Madhya Pradesh,1,,,,8529.34,1,1,0.09,8529.0
KYC,ESCALATED,INDUS010,Manipur,1,,,,2912.91,1,1,0.03,2913.0
INVESTMENT,OPEN,KOTAK005,Madhya Pradesh,1,,,,5200.0,1,1,0.05,5200.0
JOB,RESOLVED,ICICI003,Arunachal Pradesh,1,77.0,77.0,77.0,3211.71,1,1,0.03,3212.0
KYC,OPEN,UNION009,Assam,2,,,,5198.34,2,2,0.05,2599.0
KYC,OPEN,KOTAK005,Andhra Pradesh,1,,,,1701.91,1,1,0.02,1702.0
EMERGENCY,OPEN,AXIS004,West Bengal,1,,,,8550.44,1,1,0.09,8550.0
IMPERSONATION,OPEN,KOTAK005,West Bengal,1,,,,3037.94,1,1,0.03,3038.0
INVESTMENT,ESCALATED,AXIS004,Kerala,1,,,,5000.0,1,1,0.05,5000.0
LOTTERY,OPEN,UNION009,Chhattisgarh,1,,,,2797.39,1,1,0.03,2797.0
IMPERSONATION,ESCALATED,INDUS010,Delhi,1,,,,17617.21,1,1,0.18,17617.0
KYC,RESOLVED,CANARA008,Arunachal Pradesh,1,53.0,53.0,53.0,1970.45,1,1,0.02,1970.0
JOB,ESCALATED,PNB006,Uttar Pradesh,1,,,,1846.94,1,1,0.02,1847.0
INVESTMENT,OPEN,HDFC002,Maharashtra,1,,,,32900.0,1,1,0.33,32900.0
LEGITIMATE,RESOLVED,CANARA008,Mizoram,1,71.0,71.0,71.0,412.75,1,1,0.0,413.0
INVESTMENT,ESCALATED,CANARA008,Rajasthan,1,,,,10800.0,1,1,0.11,10800.0
LOTTERY,RESOLVED,UNION009,Uttar Pradesh,2,12.0,6.0,18.0,5093.3,2,2,0.05,2547.0
LOTTERY,ESCALATED,ICICI003,Chhattisgarh,1,,,,4300.43,1,1,0.04,4300.0
LEGITIMATE,ESCALATED,BOB007,Telangana,2,,,,9243.369999999999,2,2,0.09,4622.0
LEGITIMATE,ESCALATED,CANARA008,West Bengal,1,,,,3906.81,1,1,0.04,3907.0
LOTTERY,ESCALATED,AXIS004,Maharashtra,2,,,,8130.34,2,2,0.08,4065.0
IMPERSONATION,ESCALATED,SBI001,Karnataka,1,,,,3900.0,1,1,0.04,3900.0
JOB,OPEN,HDFC002,Tamil Nadu,3,,,,9913.01,3,3,0.1,3304.0
IMPERSONATION,OPEN,AXIS004,Delhi,3,,,,44365.57,3,3,0.44,14789.0
KYC,OPEN,CANARA008,Uttar Pradesh,5,,,,14487.79,5,5,0.14,2898.0
